Accident_ID,Date,Time_of_Day,Weather,Road_Condition,Vehicle_Density,Avg_Speed,Driver_Distraction,Traffic_Signal_Status,Vehicles_Involved,Casualties,Claim_Amount,Claim_Severity
3638,2023-10-23 00:00:00,Morning,Clear,Dry,59,90,Phone,Not Working,4,0,158679,Medium
420,2023-07-25 00:00:00,Evening,Clear,Dry,72,72,Phone,Blinking,3,5,502869,Medium
443,2023-10-24 00:00:00,Afternoon,Clear,Water-logged,35,87,Phone,Working,4,8,645446,Medium
1512,2023-07-14 00:00:00,Evening,Rain,Dry,69,43,Phone,Working,4,5,428248,Medium
1643,2025-11-22 00:00:00,Evening,Clear,Dry,30,63,None,Working,3,4,25300,Low
640,2023-12-07 00:00:00,Afternoon,Clear,Dry,60,107,None,Working,4,1,719617,Medium
4252,2023-10-14 00:00:00,Morning,Rain,Water-logged,48,45,None,Not Working,2,5,394700,Medium
3704,2025-02-13 00:00:00,Night,Clear,Dry,93,108,None,Working,4,9,525823,High
479,2025-10-11 00:00:00,Night,Rain,Dry,104,77,None,Working,5,3,960063,Medium
454,2025-04-23 00:00:00,Night,Clear,Water-logged,72,35,Phone,Working,2,6,715217,Medium
4613,2025-06-09 00:00:00,Afternoon,Haze,Wet,42,114,Fatigue,Not Working,2,0,591105,Medium
4166,2024-12-20 00:00:00,Afternoon,Fog,Dry,98,63,None,Working,4,4,582301,Medium
2724,2024-12-30 00:00:00,Afternoon,Rain,Water-logged,41,114,None,Not Working,4,5,721646,Medium
4864,2023-04-02 00:00:00,Afternoon,Fog,Wet,62,25,None,Not Working,4,6,339118,Low
4033,2024-05-28 00:00:00,Morning,Clear,Water-logged,87,54,Fatigue,Working,3,9,973186,Medium
452,2025-01-10 00:00:00,Evening,Clear,Damaged,19,119,Fatigue,Working,5,4,204132,Medium
2720,2023-01-31 00:00:00,Morning,Haze,Dry,12,75,Fatigue,Working,5,4,167795,Medium
2547,2023-11-15 00:00:00,Morning,Rain,Wet,112,72,Phone,Working,1,7,506911,High
3048,2025-06-09 00:00:00,Afternoon,Clear,Dry,113,30,Fatigue,Working,1,4,913895,Medium
1067,2024-01-17 00:00:00,Morning,Clear,Dry,111,103,None,Blinking,3,0,523525,Medium
2350,2025-07-02 00:00:00,Morning,Haze,Dry,103,95,Phone,Working,3,0,87119,Medium
3793,2025-10-19 00:00:00,Evening,Clear,Wet,84,34,None,Blinking,5,1,274633,Low
318,2024-04-02 00:00:00,Morning,Haze,Dry,28,67,None,Not Working,3,9,845322,Medium
82,2023-10-29 00:00:00,Evening,Clear,Dry,44,45,None,Not Working,5,0,611228,Low
4467,2024-10-27 00:00:00,Morning,Haze,Dry,33,111,None,Working,4,3,210628,Medium
1868,2025-10-10 00:00:00,Morning,Clear,Dry,88,51,Phone,Working,3,4,922929,Medium
1369,2023-05-12 00:00:00,Morning,Clear,Dry,98,67,None,Not Working,1,1,565071,Low
1280,2023-11-18 00:00:00,Afternoon,Clear,Wet,66,94,Phone,Working,4,4,188844,Medium
430,2024-10-03 00:00:00,Morning,Rain,Wet,96,48,Phone,Working,1,1,691466,Medium
833,2023-02-16 00:00:00,Morning,Fog,Dry,50,77,Fatigue,Not Working,3,2,958094,Medium
4688,2023-08-12 00:00:00,Morning,Clear,Wet,62,49,None,Not Working,3,0,775305,Low
2611,2025-06-30 00:00:00,Night,Clear,Dry,111,119,None,Blinking,1,8,552416,High
492,2025-07-20 00:00:00,Evening,Rain,Dry,42,87,Other,Blinking,5,3,222349,Medium
4644,2023-10-25 00:00:00,Morning,Clear,Wet,51,38,Fatigue,Working,2,1,476505,Low
1489,2025-05-03 00:00:00,Afternoon,Clear,Wet,40,67,None,Working,3,4,320103,Low
3067,2025-12-30 00:00:00,Morning,Clear,Wet,91,48,None,Not Working,2,5,748101,Medium
2531,2025-09-05 00:00:00,Evening,Clear,Dry,83,82,Phone,Working,5,1,653239,Medium
195,2025-10-18 00:00:00,Afternoon,Clear,Dry,20,33,Fatigue,Not Working,4,0,946881,Low
21,2024-04-22 00:00:00,Evening,Rain,Dry,42,78,Fatigue,Working,4,1,749551,Medium
1705,2025-05-20 00:00:00,Afternoon,Clear,Dry,31,44,None,Not Working,4,9,886214,Medium
3245,2023-01-04 00:00:00,Evening,Clear,Wet,64,41,None,Not Working,4,6,540209,Low
129,2023-01-26 00:00:00,Morning,Clear,Wet,96,52,None,Not Working,1,5,856059,Medium
3326,2024-07-26 00:00:00,Evening,Fog,Dry,105,33,None,Working,5,4,841935,Medium
2892,2023-04-03 00:00:00,Evening,Clear,Dry,33,20,None,Working,2,7,892070,Low
455,2023-06-02 00:00:00,Morning,Rain,Wet,34,65,None,Working,3,5,448694,Medium
2903,2024-06-11 00:00:00,Morning,Clear,Dry,26,50,None,Working,5,9,834166,Medium
81,2024-03-17 00:00:00,Night,Clear,Dry,95,27,None,Working,5,3,968535,Low
193,2023-02-01 00:00:00,Night,Rain,Dry,45,93,None,Working,4,6,338843,Medium
491,2023-09-25 00:00:00,Afternoon,Clear,Dry,20,47,Other,Working,4,5,505586,Medium
2676,2025-11-27 00:00:00,Afternoon,Rain,Wet,48,67,Fatigue,Working,2,1,742753,Medium
3989,2025-05-15 00:00:00,Afternoon,Fog,Dry,86,81,None,Blinking,5,4,654139,Medium
4801,2023-10-25 00:00:00,Morning,Rain,Damaged,21,111,Fatigue,Not Working,5,8,518095,High
3399,2024-09-05 00:00:00,Morning,Fog,Dry,44,45,None,Working,2,6,913584,Medium
772,2024-04-09 00:00:00,Night,Rain,Wet,93,30,Other,Working,3,0,673410,Medium
1999,2023-12-12 00:00:00,Morning,Clear,Water-logged,105,68,Phone,Working,5,7,775982,Medium
3446,2023-01-19 00:00:00,Evening,Rain,Water-logged,89,98,Phone,Working,2,0,33797,Medium
2856,2024-02-06 00:00:00,Evening,Clear,Dry,66,62,None,Not Working,4,3,66397,Medium
3064,2025-11-01 00:00:00,Evening,Clear,Damaged,48,55,Phone,Working,4,2,717681,Low
2488,2025-09-11 00:00:00,Night,Haze,Dry,14,66,Phone,Working,5,7,716984,Medium
1872,2023-09-23 00:00:00,Morning,Clear,Dry,11,109,Phone,Working,4,7,470670,Medium
1174,2024-08-25 00:00:00,Afternoon,Fog,Wet,90,97,Phone,Not Working,3,9,720867,High
2153,2023-05-23 00:00:00,Evening,Haze,Dry,35,39,Phone,Working,2,2,906899,Low
4511,2023-11-07 00:00:00,Morning,Clear,Water-logged,101,119,None,Working,4,8,787055,High
2502,2023-08-19 00:00:00,Evening,Fog,Dry,46,99,Phone,Working,4,0,66790,Medium
2160,2023-12-17 00:00:00,Evening,Rain,Dry,24,56,None,Working,4,7,357019,Medium
2161,2025-07-01 00:00:00,Evening,Rain,Dry,66,22,None,Working,2,5,373014,Medium
2806,2024-09-27 00:00:00,Night,Clear,Wet,89,71,None,Working,1,7,944960,Medium
1001,2023-05-27 00:00:00,Morning,Rain,Dry,43,52,Phone,Working,3,0,333465,Low
349,2023-10-23 00:00:00,Afternoon,Clear,Dry,112,48,None,Working,5,0,984141,Low
1772,2025-07-18 00:00:00,Evening,Fog,Dry,34,30,Phone,Working,2,8,304390,Medium
3131,2025-06-19 00:00:00,Night,Rain,Wet,109,101,None,Working,2,0,451423,Medium
1057,2024-05-23 00:00:00,Evening,Clear,Dry,65,81,Phone,Working,1,2,571517,Medium
2947,2023-01-31 00:00:00,Evening,Rain,Dry,95,106,None,Not Working,4,5,973862,Medium
2043,2025-06-17 00:00:00,Evening,Rain,Wet,81,41,Phone,Blinking,1,3,911032,Medium
1043,2023-12-25 00:00:00,Afternoon,Clear,Water-logged,10,45,None,Working,1,8,723049,Low
488,2024-02-13 00:00:00,Afternoon,Rain,Water-logged,102,38,Phone,Working,4,8,911824,High
1342,2023-09-09 00:00:00,Afternoon,Rain,Dry,119,102,Other,Working,1,8,556982,High
1541,2023-08-24 00:00:00,Evening,Clear,Wet,74,114,None,Working,4,3,201472,Medium
3174,2024-12-14 00:00:00,Morning,Clear,Wet,89,92,None,Working,5,8,67402,High
3034,2025-12-01 00:00:00,Morning,Clear,Dry,21,71,Phone,Not Working,3,9,91985,Medium
4146,2024-06-08 00:00:00,Evening,Clear,Wet,92,112,None,Working,1,1,843367,Medium
1921,2025-03-02 00:00:00,Evening,Haze,Wet,112,80,Phone,Working,2,1,619230,Medium
662,2025-11-04 00:00:00,Night,Clear,Dry,42,45,None,Working,4,0,336686,Low
2574,2023-09-25 00:00:00,Afternoon,Rain,Dry,117,54,Other,Working,2,4,831234,Medium
1624,2025-10-13 00:00:00,Night,Clear,Dry,21,42,None,Working,5,0,903514,Low
4003,2024-04-03 00:00:00,Evening,Rain,Wet,47,29,None,Working,5,0,707763,Low
3546,2024-05-30 00:00:00,Morning,Clear,Wet,68,101,None,Working,4,0,574479,Medium
2833,2024-11-02 00:00:00,Morning,Clear,Dry,90,82,None,Working,3,6,66241,Medium
918,2025-07-05 00:00:00,Night,Rain,Dry,56,26,None,Working,1,7,85884,Medium
1446,2023-12-16 00:00:00,Morning,Clear,Wet,45,86,Phone,Not Working,5,4,519639,Medium
3476,2023-03-21 00:00:00,Night,Rain,Dry,15,37,None,Working,2,1,295782,Low
3052,2025-04-26 00:00:00,Afternoon,Clear,Dry,72,27,Other,Working,2,3,158424,Low
4517,2024-08-29 00:00:00,Evening,Clear,Dry,45,76,None,Working,1,5,157821,Medium
1876,2024-01-13 00:00:00,Evening,Clear,Water-logged,68,65,Other,Not Working,4,7,538089,Medium
697,2023-08-16 00:00:00,Afternoon,Clear,Damaged,76,95,Fatigue,Working,3,2,864539,Medium
884,2025-12-19 00:00:00,Morning,Haze,Wet,97,89,Phone,Working,3,0,61764,Medium
4286,2023-10-10 00:00:00,Evening,Rain,Wet,119,92,None,Working,3,9,281645,High
4803,2024-07-19 00:00:00,Night,Clear,Water-logged,19,70,None,Not Working,2,6,841341,Medium
418,2024-02-28 00:00:00,Afternoon,Clear,Dry,23,81,Phone,Working,3,1,558744,Low
1839,2025-06-05 00:00:00,Night,Clear,Dry,74,72,Fatigue,Blinking,1,0,798790,Low
3,2025-07-24 00:00:00,Evening,Fog,Dry,118,39,Phone,Not Working,2,8,667221,High
3679,2024-10-31 00:00:00,Night,Clear,Dry,65,38,None,Working,5,0,995382,Low
4038,2025-01-13 00:00:00,Evening,Fog,Dry,65,88,None,Not Working,3,4,485806,Medium
1311,2025-12-19 00:00:00,Morning,Clear,Dry,25,25,Phone,Working,2,1,37720,Low
292,2025-01-27 00:00:00,Morning,Clear,Dry,28,38,Fatigue,Working,2,0,425316,Low
1127,2024-07-13 00:00:00,Morning,Clear,Wet,98,109,Fatigue,Working,4,4,25407,Medium
4261,2024-02-01 00:00:00,Morning,Clear,Dry,49,28,None,Not Working,2,4,998656,Low
3264,2024-01-03 00:00:00,Morning,Clear,Wet,25,68,Fatigue,Not Working,3,9,157490,Medium
1158,2024-10-25 00:00:00,Night,Rain,Dry,34,95,Phone,Working,3,9,47846,High
1042,2025-03-21 00:00:00,Evening,Clear,Wet,98,34,Fatigue,Not Working,4,6,907244,Medium
3690,2023-01-15 00:00:00,Morning,Clear,Wet,84,77,Fatigue,Blinking,3,8,286375,Medium
1947,2024-08-15 00:00:00,Afternoon,Clear,Dry,70,46,Phone,Working,1,8,490105,Medium
3422,2023-06-21 00:00:00,Evening,Clear,Dry,104,80,None,Blinking,5,3,71107,Medium
140,2025-09-08 00:00:00,Night,Haze,Dry,43,46,Other,Not Working,1,6,221027,Medium
1535,2023-11-05 00:00:00,Afternoon,Clear,Dry,102,85,Phone,Working,5,3,502201,Medium
1502,2025-07-22 00:00:00,Afternoon,Clear,Water-logged,60,69,Phone,Working,2,3,943230,Medium
2983,2024-09-03 00:00:00,Evening,Rain,Dry,77,67,Phone,Working,1,0,554990,Medium
2012,2023-03-31 00:00:00,Morning,Fog,Dry,63,94,Phone,Working,2,4,154339,High
2847,2024-08-27 00:00:00,Evening,Fog,Water-logged,100,37,None,Not Working,2,0,850350,Low
4932,2023-02-08 00:00:00,Afternoon,Clear,Dry,25,87,None,Not Working,1,9,500060,Medium
2967,2023-10-25 00:00:00,Evening,Clear,Dry,25,36,None,Working,3,4,721838,Low
2300,2023-04-25 00:00:00,Afternoon,Rain,Dry,32,42,Phone,Blinking,5,8,625024,Medium
4488,2024-01-10 00:00:00,Afternoon,Clear,Wet,25,72,Fatigue,Not Working,1,3,726158,Low
4477,2023-05-21 00:00:00,Afternoon,Haze,Water-logged,19,50,Phone,Blinking,5,3,294422,Medium
3692,2025-12-11 00:00:00,Evening,Rain,Dry,45,41,Phone,Working,5,0,464378,Low
2902,2024-02-02 00:00:00,Evening,Clear,Dry,116,72,None,Working,5,5,134213,Medium
3431,2024-02-06 00:00:00,Evening,Clear,Dry,118,47,Phone,Working,3,7,518873,Medium
4105,2024-05-01 00:00:00,Afternoon,Clear,Wet,102,44,None,Working,3,0,48606,Low
4498,2024-12-14 00:00:00,Morning,Clear,Dry,98,34,Phone,Working,4,0,195118,Low
3230,2025-07-28 00:00:00,Morning,Clear,Dry,112,116,None,Working,5,1,170728,Medium
589,2024-01-03 00:00:00,Morning,Haze,Wet,102,43,Other,Working,3,5,747954,Medium
3997,2024-03-01 00:00:00,Afternoon,Clear,Water-logged,103,87,None,Working,2,7,399749,Medium
202,2025-03-30 00:00:00,Morning,Haze,Dry,107,72,Other,Working,4,3,120292,Medium
3114,2023-01-08 00:00:00,Morning,Rain,Dry,33,35,Fatigue,Working,1,1,520860,Medium
476,2024-01-28 00:00:00,Night,Clear,Dry,26,114,None,Working,4,0,584395,Low
25,2023-07-14 00:00:00,Afternoon,Haze,Wet,24,52,None,Working,3,0,396723,Low
2176,2025-03-10 00:00:00,Night,Clear,Wet,68,119,Other,Working,3,1,237821,Medium
978,2024-02-11 00:00:00,Morning,Clear,Wet,107,32,None,Working,5,4,715574,Medium
3495,2025-09-16 00:00:00,Evening,Clear,Wet,42,49,None,Working,1,9,996939,Medium
2480,2024-12-11 00:00:00,Evening,Clear,Dry,76,88,None,Working,1,9,478291,Medium
4513,2023-05-06 00:00:00,Morning,Clear,Dry,77,76,Phone,Working,3,7,849817,Medium
4585,2024-10-06 00:00:00,Evening,Haze,Wet,53,53,None,Working,4,4,64566,Medium
2455,2023-03-26 00:00:00,Evening,Fog,Dry,99,90,Fatigue,Not Working,5,7,944697,High
1524,2025-07-18 00:00:00,Morning,Clear,Dry,63,38,Fatigue,Working,5,6,582659,Medium
3231,2023-04-23 00:00:00,Evening,Clear,Dry,98,28,None,Working,3,9,757661,Medium
306,2024-12-21 00:00:00,Night,Clear,Wet,67,25,Phone,Blinking,3,6,902271,Medium
2690,2023-12-15 00:00:00,Afternoon,Fog,Dry,66,30,None,Working,2,8,769120,Medium
2061,2024-06-18 00:00:00,Morning,Haze,Damaged,61,49,Fatigue,Blinking,1,9,144298,Medium
1659,2023-02-04 00:00:00,Afternoon,Clear,Dry,56,47,Phone,Working,2,3,821362,Medium
4785,2025-08-12 00:00:00,Afternoon,Clear,Dry,16,65,None,Not Working,5,0,300939,Low
1973,2025-01-03 00:00:00,Afternoon,Clear,Dry,60,106,Phone,Blinking,4,2,765857,Medium
438,2024-07-02 00:00:00,Night,Fog,Dry,100,116,Other,Working,3,5,468275,High
4811,2024-02-16 00:00:00,Morning,Clear,Dry,112,47,Phone,Working,2,2,580527,Medium
2482,2023-12-28 00:00:00,Night,Clear,Water-logged,100,27,Fatigue,Working,4,4,181750,Medium
3346,2024-02-16 00:00:00,Evening,Rain,Dry,117,85,None,Working,4,9,804628,High
3366,2023-07-04 00:00:00,Evening,Rain,Wet,11,115,Fatigue,Working,5,1,481867,Medium
447,2025-10-15 00:00:00,Night,Clear,Dry,14,59,None,Working,5,4,852129,Medium
2528,2023-07-19 00:00:00,Night,Clear,Dry,78,37,Other,Working,3,2,89392,Low
3065,2025-02-24 00:00:00,Evening,Haze,Dry,50,35,Phone,Working,1,9,452416,High
2708,2023-06-07 00:00:00,Afternoon,Rain,Wet,20,24,None,Not Working,3,2,268634,Low
2966,2023-08-03 00:00:00,Evening,Clear,Dry,107,97,None,Working,4,6,356655,Medium
2741,2024-12-14 00:00:00,Afternoon,Rain,Wet,95,117,Fatigue,Working,2,8,88451,High
191,2025-08-14 00:00:00,Morning,Clear,Wet,37,88,None,Working,3,7,490016,Medium
1349,2024-08-19 00:00:00,Night,Rain,Dry,88,68,Phone,Not Working,4,4,169561,Medium
2911,2024-04-10 00:00:00,Morning,Fog,Dry,32,87,Fatigue,Working,1,3,271367,Medium
4090,2025-11-09 00:00:00,Morning,Rain,Dry,20,79,None,Working,4,8,572443,Medium
4546,2025-11-04 00:00:00,Night,Clear,Dry,118,103,None,Working,5,6,408224,Medium
3169,2023-01-10 00:00:00,Evening,Clear,Dry,117,105,Phone,Not Working,5,3,713582,Medium
4682,2023-06-09 00:00:00,Morning,Clear,Dry,35,108,Fatigue,Working,4,6,62969,Medium
30,2024-09-20 00:00:00,Morning,Clear,Wet,58,53,Other,Working,1,6,771921,Medium
2287,2023-11-18 00:00:00,Night,Clear,Wet,94,87,Fatigue,Working,1,9,857784,High
2851,2023-01-21 00:00:00,Evening,Clear,Dry,31,33,None,Working,3,6,44130,Low
4730,2023-04-12 00:00:00,Morning,Clear,Water-logged,59,85,Fatigue,Not Working,5,8,986478,Medium
2513,2024-05-08 00:00:00,Afternoon,Clear,Dry,69,109,Fatigue,Not Working,4,6,353181,High
1766,2024-06-06 00:00:00,Afternoon,Haze,Wet,98,85,Phone,Working,1,3,687085,Medium
4787,2024-10-07 00:00:00,Night,Clear,Wet,26,26,Phone,Working,5,7,850502,Low
3737,2023-03-14 00:00:00,Evening,Clear,Water-logged,81,99,Phone,Working,2,5,952588,Medium
4894,2024-04-11 00:00:00,Morning,Rain,Wet,41,90,None,Working,5,8,972696,Medium
1777,2023-10-06 00:00:00,Evening,Rain,Dry,54,61,Fatigue,Not Working,1,2,546681,Medium
3470,2025-12-12 00:00:00,Morning,Clear,Dry,57,84,None,Blinking,1,8,351172,Medium
1251,2025-02-04 00:00:00,Evening,Clear,Dry,89,48,None,Working,3,9,390699,Medium
1351,2024-10-07 00:00:00,Night,Clear,Dry,106,43,Other,Working,4,4,216262,Medium
3242,2023-06-28 00:00:00,Afternoon,Rain,Dry,100,45,Phone,Working,3,0,971026,Medium
518,2024-05-07 00:00:00,Night,Rain,Dry,78,83,Phone,Working,5,6,149096,Medium
3042,2024-12-09 00:00:00,Night,Clear,Wet,52,96,None,Working,3,4,985848,Medium
1161,2024-04-09 00:00:00,Night,Clear,Dry,40,51,Fatigue,Not Working,3,8,865856,Medium
2238,2024-12-13 00:00:00,Morning,Fog,Water-logged,107,62,Fatigue,Working,3,9,897712,High
4149,2023-10-08 00:00:00,Evening,Clear,Dry,36,110,Other,Working,5,4,889984,Medium
958,2023-02-17 00:00:00,Morning,Clear,Wet,106,33,Phone,Working,3,3,586585,Medium
3887,2023-03-21 00:00:00,Night,Rain,Wet,39,48,None,Working,4,9,713689,High
4706,2024-12-13 00:00:00,Afternoon,Clear,Dry,54,39,None,Working,1,7,613410,Medium
3776,2024-01-14 00:00:00,Night,Clear,Water-logged,11,50,None,Working,2,5,579277,Low
3060,2025-01-06 00:00:00,Night,Rain,Dry,119,37,Fatigue,Working,2,3,874087,Medium
1027,2023-01-23 00:00:00,Night,Fog,Dry,109,37,None,Working,1,6,405509,Medium
802,2023-04-11 00:00:00,Morning,Clear,Wet,49,111,None,Not Working,1,9,599471,High
3150,2025-01-15 00:00:00,Afternoon,Clear,Wet,21,72,Phone,Working,3,7,710827,Medium
1677,2023-02-03 00:00:00,Morning,Rain,Dry,11,34,None,Blinking,4,9,741489,Medium
2498,2024-02-09 00:00:00,Night,Fog,Dry,31,111,None,Not Working,2,0,463007,Medium
1889,2025-03-22 00:00:00,Evening,Clear,Dry,14,55,None,Working,4,4,291903,Low
4941,2024-09-24 00:00:00,Afternoon,Haze,Dry,11,59,Phone,Working,5,3,695902,Medium
3734,2023-01-17 00:00:00,Evening,Clear,Wet,49,81,None,Working,3,1,574529,Medium
3976,2024-04-10 00:00:00,Night,Rain,Dry,61,55,Phone,Not Working,2,1,399678,Medium
289,2025-10-30 00:00:00,Afternoon,Clear,Wet,27,86,None,Working,2,1,331771,Low
2599,2024-08-20 00:00:00,Afternoon,Haze,Dry,38,81,Other,Working,4,3,91588,Medium
4448,2024-10-08 00:00:00,Evening,Rain,Dry,90,92,None,Working,1,0,563796,Medium
2234,2023-03-04 00:00:00,Night,Clear,Dry,11,43,None,Working,5,7,153344,Low
4976,2025-10-29 00:00:00,Afternoon,Clear,Dry,118,97,None,Working,2,9,92975,High
366,2025-01-02 00:00:00,Afternoon,Haze,Dry,35,75,Phone,Working,3,8,379339,Medium
4006,2023-08-16 00:00:00,Afternoon,Clear,Water-logged,73,70,None,Working,3,0,633559,Low
2691,2023-02-21 00:00:00,Evening,Clear,Dry,100,112,None,Blinking,1,5,829878,Medium
310,2024-09-17 00:00:00,Afternoon,Fog,Dry,14,116,None,Working,1,3,75909,Medium
4253,2025-02-08 00:00:00,Afternoon,Clear,Dry,42,96,None,Working,4,7,267889,Medium
726,2024-06-05 00:00:00,Night,Rain,Dry,45,52,None,Working,1,0,256450,Low
1011,2023-06-08 00:00:00,Morning,Fog,Dry,27,61,None,Blinking,2,9,656557,Medium
2163,2025-08-20 00:00:00,Afternoon,Rain,Dry,14,105,Fatigue,Not Working,5,7,347040,High
4418,2025-02-26 00:00:00,Morning,Clear,Wet,31,93,Fatigue,Working,4,2,209052,Low
3946,2025-03-25 00:00:00,Morning,Fog,Water-logged,16,94,None,Working,4,8,540095,Medium
945,2025-11-17 00:00:00,Morning,Haze,Dry,10,72,None,Working,4,7,303464,Medium
353,2023-12-12 00:00:00,Evening,Clear,Dry,68,102,Phone,Working,1,8,52986,Medium
3973,2025-05-28 00:00:00,Afternoon,Clear,Wet,27,23,Phone,Working,5,5,241434,Low
4338,2025-10-02 00:00:00,Night,Haze,Damaged,106,61,Other,Working,2,2,72644,Medium
1907,2024-01-15 00:00:00,Night,Clear,Wet,65,31,Fatigue,Blinking,1,0,904148,Low
549,2023-05-03 00:00:00,Evening,Clear,Dry,13,78,None,Working,3,3,441444,Low
450,2025-08-25 00:00:00,Morning,Clear,Damaged,93,105,None,Not Working,4,3,999556,Medium
3253,2025-05-16 00:00:00,Evening,Clear,Dry,56,90,Phone,Not Working,4,6,452495,Medium
2278,2024-09-21 00:00:00,Evening,Clear,Wet,48,117,Other,Working,2,5,851870,Medium
1196,2024-09-19 00:00:00,Night,Clear,Dry,57,50,None,Blinking,1,8,734635,Medium
4871,2024-06-20 00:00:00,Afternoon,Clear,Dry,51,76,Other,Not Working,3,9,159636,High
3500,2023-03-27 00:00:00,Evening,Clear,Wet,83,58,None,Working,1,4,717169,Medium
3215,2023-01-11 00:00:00,Morning,Clear,Dry,74,89,None,Not Working,2,2,208154,Medium
2639,2024-04-26 00:00:00,Night,Clear,Dry,74,65,None,Working,2,8,723442,Medium
2426,2025-05-21 00:00:00,Night,Clear,Wet,63,99,None,Blinking,3,0,445747,Medium
3240,2024-12-21 00:00:00,Evening,Clear,Damaged,58,50,Other,Working,4,3,451095,Medium
676,2025-02-23 00:00:00,Night,Clear,Wet,30,81,Other,Not Working,5,9,287182,Medium
1265,2023-03-06 00:00:00,Morning,Fog,Wet,56,119,Other,Working,4,6,748992,High
1908,2024-01-31 00:00:00,Afternoon,Fog,Dry,20,55,None,Not Working,3,3,35342,Medium
4274,2024-08-09 00:00:00,Afternoon,Clear,Dry,69,31,None,Working,3,6,543577,Medium
2829,2023-09-19 00:00:00,Afternoon,Rain,Dry,92,31,None,Working,2,6,615280,Medium
338,2025-05-02 00:00:00,Evening,Rain,Dry,12,98,None,Blinking,4,3,754031,Medium
4110,2025-06-24 00:00:00,Evening,Rain,Dry,51,33,Phone,Working,2,4,225610,Medium
4759,2023-08-16 00:00:00,Afternoon,Clear,Wet,15,84,None,Working,5,7,208561,Medium
1517,2024-10-09 00:00:00,Evening,Fog,Dry,15,34,None,Working,4,5,586197,Low
2459,2025-09-04 00:00:00,Afternoon,Clear,Dry,106,109,Phone,Blinking,3,1,124363,Medium
1201,2024-10-23 00:00:00,Evening,Rain,Dry,50,112,None,Blinking,4,5,926872,High
622,2023-12-31 00:00:00,Morning,Haze,Dry,117,25,Phone,Working,5,2,369289,Medium
72,2023-02-21 00:00:00,Morning,Rain,Wet,28,50,None,Working,5,6,445217,Medium
3032,2023-05-23 00:00:00,Afternoon,Rain,Dry,59,72,Fatigue,Working,3,0,712338,Medium
832,2025-03-24 00:00:00,Afternoon,Clear,Dry,22,36,Phone,Working,3,6,463958,Medium
4668,2025-06-30 00:00:00,Night,Clear,Dry,73,113,Fatigue,Working,3,9,567572,High
725,2023-10-05 00:00:00,Evening,Clear,Wet,24,118,None,Blinking,5,7,954011,Medium
830,2023-07-10 00:00:00,Afternoon,Clear,Dry,101,51,None,Not Working,5,4,15159,Medium
1152,2024-02-02 00:00:00,Night,Clear,Wet,74,119,None,Working,4,9,752372,Medium
3160,2024-03-08 00:00:00,Afternoon,Rain,Dry,87,42,Other,Not Working,3,8,784190,Medium
189,2025-05-23 00:00:00,Evening,Haze,Dry,75,61,None,Working,2,5,656595,Medium
1742,2024-04-04 00:00:00,Evening,Clear,Dry,80,59,None,Not Working,3,4,534838,Medium
2746,2025-03-06 00:00:00,Evening,Rain,Dry,94,33,None,Working,3,9,501674,Medium
3304,2025-05-12 00:00:00,Afternoon,Clear,Wet,38,103,Fatigue,Working,3,1,606873,Medium
2915,2024-12-14 00:00:00,Morning,Clear,Wet,25,65,None,Working,1,5,985550,Low
4256,2025-01-05 00:00:00,Evening,Clear,Water-logged,64,87,None,Working,2,0,272743,Medium
3413,2023-07-15 00:00:00,Morning,Clear,Dry,64,47,Other,Working,3,9,833805,Medium
3528,2023-11-25 00:00:00,Evening,Rain,Dry,34,29,None,Working,3,9,916132,Medium
4262,2024-05-14 00:00:00,Night,Clear,Wet,67,98,Phone,Not Working,4,7,274908,Medium
2412,2024-03-25 00:00:00,Morning,Clear,Water-logged,52,32,Phone,Working,1,2,366521,Low
1770,2023-06-12 00:00:00,Afternoon,Clear,Dry,10,43,None,Blinking,1,9,513029,Medium
4669,2025-01-02 00:00:00,Evening,Rain,Wet,112,115,None,Working,1,6,580962,High
2281,2025-03-06 00:00:00,Afternoon,Rain,Dry,71,46,Other,Working,5,4,795259,Medium
56,2024-11-09 00:00:00,Night,Rain,Dry,70,95,Phone,Working,3,1,987724,Medium
